xi,q,w,s
1.1319610935679956,5.1622732773292155,0.0,5.5703820882331705
0.9508483967416841,5.298193591070233,-1.3877787807814457e-17,1.9320142380060086
1.253754625077803,-5.336545954283801,0.0,2.67423586194297
-0.17169278802146526,5.921714117059598,0.0,3.385214915405404
1.1233040581572609,-5.4879138900856805,0.0,4.140664948551485
-1.1279747522120627,5.385581977293242,0.0,3.1072186179400942
1.5296969963389853,1.9629511966420072,0.0,1.6139164072723604
-0.05930530832095565,-5.833527526497518,0.0,1.0935336096482045
-1.0880963170532134,5.558806036877481,0.0,1.4613287252268445
1.3206793294811472,4.338641387763661,0.0,0.0582536154263387
-0.32259613516659913,-5.760056454103323,0.0,5.242813075850551
1.5803014350368219,1.2005201065794293,0.0,1.8142144680546683
-0.20781580839501257,-5.825902553781807,0.0,2.0316578283430555
-1.5588865987552585,-0.0795322485975172,0.0,3.179912797309248
1.377598536179242,4.456529743238929,0.0,2.20978021829487
0.6899028571666448,-5.972453602231319,0.0,4.326796825010115
-1.340970908140279,5.181731607888642,0.0,1.8637050501610244
1.0275624029788657,5.249611597619172,0.0,2.2364141471540138
1.1344686158999964,-5.697585510247103,0.0,4.59474653742818
1.2394918640759967,4.730983670134687,0.0,4.973065908541375
1.6015642350034331,2.0180189507865114,0.0,0.8381858966965459
-1.6437624142471463,-2.316589021941086,0.0,2.7448134224608585
1.7244862082783965,1.682771946915804,0.0,0.9804480540662793
-1.3853237257891804,-4.760696269585964,0.0,0.2752325285068204
0.29909290333359345,-6.046731433021515,0.0,1.9218028251862282
-1.644525034428734,-2.747470522400595,0.0,2.57956285683384
1.249134943316071,-5.73929606715086,0.0,0.18284972255935478
0.8558019719130567,-6.053421662194085,0.0,4.05645599457047
-0.7875182077088123,5.958779750789098,0.0,2.1389219531025097
1.482839499740961,4.039283545326091,0.0,3.735628886245971
-1.5614643514940958,3.2308956301843357,0.0,0.5897461122672021
0.8162481335205563,-6.071296892196925,5.551115123125783e-17,2.5639663177289167
1.4334804796166614,4.224204840156889,0.0,3.4911997968663218
-0.8803911619609657,-5.491544095601915,0.0,6.144799290110329
-0.4966729092561292,-5.7455358134242775,0.0,3.1234141355722254
-0.6110991343463101,5.953515540520599,0.0,1.8505630296542335
